#,Business School,Description,Class Size,Women,Mean GMAT,Mean GPA,Avg GRE,Avg Work Exp (Years),Avg Starting Salary,Tuition (Total),R1,R2,R3,R4,R5,Application Fee,GMAT/GRE Waiver Available,International Students,Women,Avg GPA,Avg GMAT,Admissions Rounds,Location,QS MBA Rank,FT Global MBA Rank,Bloomberg MBA Rank,Employment in 3 Months (%),Weighted Salary ($),Top Hiring Companies,Alumni Network Strength,Alumnus 1,Alumnus 2,Alumnus 3,Alumnus 4
1,"Babson College, F.W. Olin Graduate School of Business","Located in Wellesley, MA, near Boston. Renowned for #1 MBA in entrepreneurship (U.S. News, 30+ years). Offers one-year and two-year full-time MBA programs, plus part-time and blended learning options. Features Entrepreneurial Thought & Action® methodology, emphasizing practical training, market analysis, and social responsibility. Curriculum includes 45 credits (15 core, 30 electives) and real-world projects like Babson Consulting Alliance.",~100 (Two-Year),33%,601,3.29,Not reported,6,"$1,16,935.00","$113,354 (Two-Year)","Oct 21, 2024","Jan 13, 2025","Mar 27, 2025","May 7, 2025","Jun 1, 2025",$100.00,Yes,85%,33%,3.29,601,5,USA,,83,,59,147 292,EY; PwC; Apple; Accenture; Goldman Sachs; Google,Very strong in entrepreneurship,"Arthur Blank (Co-founder, Home Depot)","Roger Enrico (Former CEO, PepsiCo)","William Green (Former CEO, Accenture)","Matt Coffin (Founder, LowerMyBills.com)"
12,"University of Florida, Warrington College of Business","Located in Gainesville, FL. Offers a full-time MBA with options for one- or two-year programs. Known for affordability, strong ROI, and focus on experiential learning. Features concentrations in finance, marketing, and strategy.",55,35%,672,3.44,310,5,"$1,20,000.00","$61,440 (2 years, in-state)","Oct 15, 2024","Jan 15, 2025","Mar 15, 2025","May 1, 2025",,$30.00,Yes,30%,35%,3.44,672,4,USA,48,48,37,90,"$1,44,517.00",Bank of America; Deloitte; JPMorgan Chase; KPMG; PepsiCo; Procter & Gamble,Strong in finance & consulting,"Warrington alumni are highly placed in finance and consulting, but specific notable names are limited",N/A,N/A,N/A
13,"Georgetown University, McDonough School of Business","Located in Washington, D.C. Offers a full-time MBA with a global focus, ethics, and leadership. Known for access to policy, international business, and consulting opportunities. Features Global Business Experience.",249,33%,696,3.34,317,5.4,"$1,75,000.00","$140,460 (2 years)","Sep 1, 2024","Jan 6, 2025","Mar 4, 2025","Apr 29, 2025",,$175.00,Yes,39%,33%,3.34,696,4,USA,43,43,23,84,"$1,92,142.00",McKinsey; BCG; Goldman Sachs; Amazon; Microsoft; Deloitte,Strong in international business,Ivanka Trump (Former Advisor to U.S. President),"Mike Grier (GM, San Jose Sharks)","Ted Leonsis (Owner, Washington Capitals)","Jim Kim (Former President, World Bank)"
14,"Harvard University, Harvard Business School","Located in Boston, MA. Offers a full-time MBA with a case method approach, leadership focus, and global reputation. Known for extensive alumni network, entrepreneurship, and general management. Requires field-based learning and global immersion.",938,46%,740,3.73,326,5,"$2,25,000.00","$152,750 (2 years)","Sep 4, 2024","Jan 7, 2025",,,,$250.00,Yes,37%,46%,3.73,740,2,USA,2,13,1,77,"$2,56,731.00",McKinsey; BCG; Goldman Sachs; Morgan Stanley; Amazon; Google,"Elite, global reach","Sheryl Sandberg (Former COO, Meta)","Michael Bloomberg (Founder, Bloomberg LP)",George W. Bush (Former U.S. President),"Jamie Dimon (CEO, JPMorgan Chase)"
15,"University of Georgia, Terry College of Business","Located in Athens, GA. Offers a full-time two-year MBA with a focus on leadership, analytics, and career preparation. Known for affordability, small class size, and strong regional network. Concentrations include finance and consulting.",60,31%,672,3.4,312,5,"$1,25,000.00","$64,132 (2 years, in-state)","Oct 1, 2024","Jan 15, 2025","Mar 15, 2025","Apr 15, 2025",,$100.00,Yes,25%,31%,3.4,672,4,USA,55,55,,95,"$1,41,733.00",Deloitte; PwC; EY; Bank of America; Coca-Cola; Accenture,Strong in Southeast USA,Sonny Perdue (Former U.S. Secretary of Agriculture),Alton Brown (TV Personality & Entrepreneur),"Michael Adams (Former President, University of Georgia)","Dan Amos (CEO, Aflac)"
16,"Georgia Institute of Technology, Scheller College of Business","Located in Atlanta, GA. Offers a full-time MBA with a STEM focus, technology, and innovation. Known for analytics, operations, and entrepreneurship. Features hands-on projects and strong tech industry connections.",75,34%,680,3.34,314,4.8,"$1,45,000.00","$81,414 (2 years, in-state)","Oct 11, 2024","Jan 10, 2025","Mar 7, 2025","Apr 25, 2025",,$75.00,Yes,32%,34%,3.34,680,4,USA,50,58,20,88,"$1,64,271.00",Amazon; Microsoft; McKinsey; Google; Deloitte; PwC,Strong in tech & analytics,"Chris Klaus (Founder, ISS)","David Dorman (Former CEO, AT&T)","Mike Duke (Former CEO, Walmart)","John F. Brock (Former CEO, Coca-Cola Enterprises)"
17,"Indiana University Bloomington, Kelley School of Business","Located in Bloomington, IN. Offers a full-time MBA with a focus on teamwork, analytics, and career development. Known for affordability, strong alumni network, and placement in marketing and consulting. STEM-designated tracks available.",166,34%,678,3.38,314,5,"$1,50,000.00","$108,174 (2 years, in-state)","Oct 15, 2024","Jan 5, 2025","Mar 1, 2025","Apr 15, 2025",,$75.00,Yes,38%,34%,3.38,678,4,USA,44,56,31,95,"$1,38,951.00",McKinsey; Deloitte; Amazon; Goldman Sachs; BCG; Microsoft,Strong in Midwest & consulting,Mark Cuban (Entrepreneur & Investor),"John Chambers (Former CEO, Cisco)","Scott Dorsey (Co-founder, ExactTarget)","Harold Arthur Poling (Former CEO, Ford Motor Company)"
18,"Johns Hopkins University, Carey Business School","Located in Baltimore, MD. Offers a full-time MBA with a focus on healthcare, analytics, and social impact. Known for interdisciplinary approach, leveraging JHU’s medical and public health expertise. Small class size and flexible curriculum.",80,40%,650,3.4,312,4.5,"$1,35,000.00","$149,600 (2 years)","Oct 1, 2024","Jan 7, 2025","Mar 4, 2025","Apr 29, 2025",,$100.00,Yes,50%,40%,3.4,650,4,USA,,,,87,"$1,27,500.00",Amazon; Deloitte; PwC; Bank of America; McKinsey; Microsoft,"Moderate, strong in healthcare & analytics","Michael Bloomberg (Founder, Bloomberg LP)",Wes Unseld Jr. (NBA Coach),"Brian Rogers (Former Chairman, T. Rowe Price)","Ronald J. Daniels (President, Johns Hopkins University)"
19,"University of Pennsylvania, Lauder Institute of Management & International Studies","Located in Philadelphia, PA. Offers a joint MBA/MA in International Studies with Wharton, focusing on global leadership and language proficiency. Known for immersive international experiences, cross-cultural management, and elite placement.",70,42%,733,3.6,324,5,"$2,00,000.00","$174,816 (2 years)","Sep 10, 2024","Jan 7, 2025","Apr 1, 2025",,,$275.00,Yes,45%,42%,3.6,733,3,USA,,,,,,McKinsey; BCG; Goldman Sachs; Morgan Stanley; Amazon; Google,"Elite, global reach","Donald Trump Jr. (Executive VP, Trump Organization)",Ivanka Trump (Former Advisor to U.S. President),"Alex Gorsky (Former CEO, Johnson & Johnson)","Elon Musk (CEO, Tesla & SpaceX)"
20,"University of Maryland, Robert H. Smith School of Business","Located in College Park, MD. Offers a full-time MBA with a focus on analytics, technology, and entrepreneurship. Known for proximity to D.C., strong finance and supply chain programs, and experiential learning. STEM-designated.",90,38%,664,3.3,310,5,"$1,40,000.00","$115,848 (2 years, in-state)","Nov 1, 2024","Jan 15, 2025","Mar 15, 2025","May 1, 2025",,$75.00,Yes,40%,38%,3.3,664,4,USA,62,57,33,88,"$1,50,997.00",Amazon; Deloitte; PwC; Bank of America; McKinsey; Microsoft,Strong in Mid-Atlantic,"Kevin Plank (Founder, Under Armour)","Larry Hogan (Former Governor, Maryland)","Barry Gossett (CEO, Acton Mobile)",N/A
21,"University of Michigan, Ross School of Business","Located in Ann Arbor, MI. Offers a full-time MBA with a focus on action-based learning, leadership, and sustainability. Known for MAP (Multidisciplinary Action Projects), strong alumni network, and placement in consulting and tech. STEM-designated tracks.",380,41%,719,3.5,322,5,"$1,85,000.00","$149,000 (2 years, in-state)","Sep 10, 2024","Jan 7, 2025","Mar 25, 2025","May 6, 2025",,$200.00,Yes,37%,41%,3.5,719,4,USA,29,29,4,84,"$2,02,264.00",McKinsey; BCG; Amazon; Microsoft; Deloitte; Goldman Sachs,"Very strong, global reach",Stephen M. Ross (Real Estate Developer),John DeLorean (Automotive Engineer),"Larry Page (Co-founder, Google)",N/A
22,"Michigan State University, Broad College of Business","Located in East Lansing, MI. Offers a full-time MBA with a focus on supply chain management, leadership, and analytics. Known for experiential learning, strong corporate connections, and affordability.",80,34%,660,3.35,310,4.8,"$1,30,000.00","$81,234 (2 years, in-state)","Oct 1, 2024","Jan 15, 2025","Mar 1, 2025","Apr 15, 2025",,$85.00,Yes,35%,34%,3.35,660,4,USA,,43,,94,"$1,43,697.00",Deloitte; PwC; EY; Bank of America; Coca-Cola; Accenture,Strong in Midwest & supply chain,"Dan Gilbert (Owner, Cleveland Cavaliers)",Eli Broad (Philanthropist & Businessman),"Robert Stempel (Former CEO, General Motors)",N/A
23,"University of Minnesota, Carlson School of Management","Located in Minneapolis, MN. Offers a full-time MBA with a focus on experiential learning, analytics, and global business. Known for strong placement in marketing, finance, and consulting, with a collaborative culture.",95,37%,665,3.4,312,5,"$1,40,000.00","$108,140 (2 years, in-state)","Nov 1, 2024","Jan 5, 2025","Feb 1, 2025","Apr 1, 2025",,$75.00,Yes,33%,37%,3.4,665,4,USA,71,71,38,88,"$1,32,700.00",McKinsey; Bain; Amazon; Deloitte; PwC; Coca-Cola,Strong in Midwest & analytics,"Richard Schulze (Founder, Best Buy)","Marilyn Carlson Nelson (Former CEO, Carlson Companies)","William Norris (Founder, Control Data Corporation)",N/A
24,MIT Sloan School of Management,"Located in Cambridge, MA. Offers a full-time MBA with a focus on innovation, analytics, and entrepreneurship. Known for rigorous quantitative approach, tech industry ties, and global impact. Features Action Learning labs and STEM designation.",408,40%,730,3.62,325,5,"$2,00,000.00","$165,200 (2 years)","Sep 24, 2024","Jan 14, 2025","Apr 8, 2025",,,$250.00,Yes,38%,40%,3.62,730,3,USA,5,6,10,77,"$2,32,565.00",McKinsey; BCG; Goldman Sachs; Morgan Stanley; Amazon; Google,"Elite, global reach","Bill Ford (Executive Chairman, Ford Motor Company)","Carly Fiorina (Former CEO, HP)","Benjamin Netanyahu (Prime Minister, Israel)",N/A
25,"Northwestern University, Kellogg School of Management","Located in Evanston, IL, near Chicago. Offers a full-time MBA with a focus on collaboration, leadership, and global perspective. Known for teamwork culture, marketing expertise, and flexible curriculum. One-year and two-year MBA options available.",529,41%,729,3.7,326,5.1,"$1,95,000.00","$166,068 (2 years)","Sep 11, 2024","Jan 8, 2025","Apr 2, 2025",,,$250.00,Yes,37%,41%,3.7,729,3,USA,10,10,7,87,"$2,19,487.00",McKinsey; BCG; Goldman Sachs; Amazon; Microsoft; Deloitte,"Elite, global reach","Ted Phillips (CEO, Chicago Bears)","Arthur Martinez (Former CEO, Sears)","Susan E. Arnold (Former Chair, Disney)",N/A
26,"University of Notre Dame, Mendoza College of Business","Located in Notre Dame, IN. Offers a full-time MBA with a focus on ethics, leadership, and social impact. Known for values-driven education, strong alumni network, and placement in consulting and finance. One-year and two-year MBA options available.",132,33%,675,3.4,314,5,"$1,55,000.00","$128,500 (2 years)","Sep 10, 2024","Jan 7, 2025","Mar 4, 2025","Apr 15, 2025",,$175.00,Yes,30%,33%,3.4,675,4,USA,,75,,72,"$1,65,725.00",McKinsey; Deloitte; Amazon; Goldman Sachs; BCG; Microsoft,Strong in Midwest & ethics,"Joe Kernan (Former Governor, Indiana)",Regis Philbin (TV Host),Condoleezza Rice (Former U.S. Secretary of State),N/A
27,"New York University, Stern School of Business","Located in New York, NY. Offers a full-time MBA with a focus on finance, marketing, and tech. Known for access to global industries, flexible curriculum, and strong alumni network. Features specializations like luxury marketing and fintech.",360,42%,732,3.62,324,5,"$2,00,000.00","$170,400 (2 years)","Sep 16, 2024","Oct 16, 2024","Jan 15, 2025","Mar 15, 2025",,$250.00,Yes,39%,42%,3.62,732,4,USA,31,31,12,85,"$2,08,236.00",McKinsey; Goldman Sachs; Morgan Stanley; BCG; Google; Amazon,"Elite, strong in finance","Henry Kravis (Co-founder, KKR)","Alan Greenspan (Former Chairman, Federal Reserve)","Richard S. Fuld Jr. (Former CEO, Lehman Brothers)",N/A
28,"Ohio State University, Fisher College of Business","Located in Columbus, OH. Offers a full-time MBA with a focus on leadership, analytics, and experiential learning. Known for affordability, strong operations and finance programs, and corporate connections. STEM-designated tracks available.",80,35%,670,3.38,312,4.8,"$1,35,000.00","$110,856 (2 years, in-state)","Oct 15, 2024","Jan 5, 2025","Feb 15, 2025","Apr 15, 2025",,$60.00,Yes,33%,35%,3.38,670,4,USA,,37,39,87,"$1,45,450.00",Bank of America; Deloitte; JPMorgan Chase; KPMG; PepsiCo; Procter & Gamble,Strong in Midwest & finance,"Les Wexner (Founder, L Brands)",Chris Spielman (NFL Analyst & Former Player),Jim Tressel (Former Ohio State Football Coach),N/A
29,"Rice University, Jones Graduate School of Business","Located in Houston, TX. Offers a full-time MBA with a focus on energy, healthcare, and entrepreneurship. Known for small class size, personalized education, and strong Texas business network. Features hands-on learning and STEM designation.",165,34%,688,3.4,316,5,"$1,60,000.00","$140,000 (2 years)","Oct 1, 2024","Jan 7, 2025","Mar 25, 2025","Apr 29, 2025",,$200.00,Yes,35%,34%,3.4,688,4,USA,,39,,72,"$1,82,324.00",McKinsey; BCG; Goldman Sachs; Amazon; Microsoft; Deloitte,Strong in Texas & energy,"John Doerr (Venture Capitalist, Kleiner Perkins)","Bobby Tudor (Founder, Tudor, Pickering, Holt & Co.)","Jim Hackett (Former CEO, Ford Motor Company)",N/A
30,"University of Rochester, Simon Business School","Located in Rochester, NY. Offers a full-time MBA with a focus on analytics, finance. Known for quantitative rigor, affordability, and strong ROI. Features STEM designation and flexible curriculum with merit-based scholarships.",105,37%,678,3.45,314,4.5,"$1,45,000.00","$104,000 (2 years)","Oct 15, 2024","Jan 5, 2025","Mar 15, 2025","May 1, 2025",,$75.00,Yes,45%,37%,3.45,678,4,USA,90,60,28,87,"$1,68,298.00",McKinsey; Deloitte; Amazon; Goldman Sachs; BCG; Microsoft,Strong in finance & analytics,"Chuck Zegar (Co-founder, Bloomberg LP)","Richard B. Handler (CEO, Jefferies)","Antonio Pérez (Former CEO, Kodak)",N/A
31,"Southern Methodist University, Cox School of Business","Located in Dallas, TX. Offers a full-time MBA with a focus on finance, marketing, and leadership. Known for strong regional network, experiential learning, and placement in energy and consulting. Small class size fosters collaboration.",95,33%,675,3.35,312,5,"$1,50,000.00","$104,160 (2 years)","Oct 7, 2024","Jan 13, 2025","Mar 3, 2025","Apr 28, 2025",,$75.00,Yes,30%,33%,3.35,675,3,USA,,,21,97,,Deloitte; JPMorgan Chase; AT&T; EY; PwC; Bank of America,Strong in Texas & energy,Gerald J. Ford (Billionaire Banker),"Lamar Hunt (Founder, American Football League)","Ray L. Hunt (CEO, Hunt Oil Company)",N/A
32,Stanford Graduate School of Business,"Located in Stanford, CA. Offers a full-time MBA with a focus on leadership, innovation, and social impact. Known for entrepreneurial culture, personalized curriculum, and elite placement in tech and venture capital.",424,44%,738,3.77,327,5,"$2,25,000.00","$158,400 (2 years)","Sep 10, 2024","Jan 8, 2025","Apr 1, 2025",,,$275.00,Yes,40%,44%,3.77,738,4,USA,1,2,3,85,"$2,38,080.00",McKinsey; BCG; Goldman Sachs; Morgan Stanley; Amazon; Google,"Elite, global reach","Elon Musk (CEO, Tesla & SpaceX)","Phil Knight (Founder, Nike)","Mary Barra (CEO, General Motors)","Sundar Pichai (CEO, Google)"
33,"University of California, Irvine, Paul Merage School of Business","Located in Irvine, CA. Offers a full-time MBA with a focus on analytics, technology, and entrepreneurship. Known for proximity to tech hubs, STEM designation, and strong placement in marketing and operations.",85,38%,665,3.4,312,4.5,"$1,35,000.00","$115,468 (2 years, in-state)","Nov 1, 2024","Jan 15, 2025","Mar 1, 2025","Apr 15, 2025",,$150.00,Yes,42%,38%,3.4,665,3,USA,141,53,,68,"$1,60,861.00",Amazon; Deloitte; PwC; Bank of America; McKinsey; Microsoft,"Moderate, strong in tech & analytics","Paul Merage (Founder, Hot Pockets)","Kelly Coffey (CEO, City National Bank)",Scott Boras (Sports Agent),N/A
34,"University of California, Los Angeles, Anderson School of Management","Located in Los Angeles, CA. Offers a full-time MBA with a focus on entertainment, tech, and entrepreneurship. Known for collaborative culture, strong alumni network, and placement in diverse industries. Features Applied Management Research projects.",296,40%,714,3.5,320,5,"$1,85,000.00","$142,896 (2 years, in-state)","Oct 1, 2024","Jan 7, 2025","Apr 8, 2025",,,$200.00,Yes,37%,40%,3.5,714,4,USA,19,19,14,77,"$2,03,117.00",McKinsey; BCG; Goldman Sachs; Amazon; Microsoft; Deloitte,"Elite, strong in tech & entertainment","Susan Wojcicki (Former CEO, YouTube)","Larry Fink (CEO, BlackRock)","Bill Gross (Founder, Idealab)",N/A
35,"University of North Carolina at Chapel Hill, Kenan–Flagler Business School","Located in Chapel Hill, NC. Offers a full-time MBA with a focus on leadership, analytics, and sustainability. Known for collaborative culture, strong placement in consulting and finance, and affordability. STEM-designated tracks available.",258,34%,696,3.4,316,5.2,"$1,75,000.00","$103,356 (2 years, in-state)","Oct 14, 2024","Jan 6, 2025","Feb 17, 2025","Apr 7, 2025",,$150.00,Yes,33%,34%,3.4,696,3,USA,86,51,29,82,"$1,78,319.00",McKinsey; BCG; Goldman Sachs; Amazon; Microsoft; Deloitte,Strong in consulting & finance,"Julian Robertson (Founder, Tiger Management)","Jason Kilar (Former CEO, Hulu)","John Swofford (Former Commissioner, ACC)",N/A
36,"University of Pennsylvania, Wharton School","Located in Philadelphia, PA. Offers a full-time MBA with a focus on finance, analytics, and global business. Known for rigorous curriculum, extensive alumni network, and placement in consulting and tech. Features 19 majors and global immersion programs.",894,43%,733,3.6,324,5,"$2,00,000.00","$174,816 (2 years)","Sep 10, 2024","Jan 7, 2025","Apr 1, 2025",,,$275.00,Yes,39%,43%,3.6,733,4,USA,3,1,6,88,"$2,41,522.00",McKinsey; BCG; Goldman Sachs; Morgan Stanley; Amazon; Google,"Elite, global reach",Donald Trump (Former U.S. President),"Elon Musk (CEO, Tesla & SpaceX)","Warren Buffett (CEO, Berkshire Hathaway)",Ivanka Trump (Former Advisor to U.S. President)
37,"University of Southern California, Marshall School of Business","Located in Los Angeles, CA. Offers a full-time MBA with a focus on entertainment, tech, and global business. Known for Trojan Network, experiential learning, and strong placement in marketing and consulting. Features Pacific Rim focus and STEM designation.",190,38%,708,3.5,318,5,"$1,80,000.00","$146,000 (2 years)","Oct 15, 2024","Jan 5, 2025","Mar 1, 2025","Apr 15, 2025",,$150.00,Yes,36%,38%,3.5,708,4,USA,34,50,17,80,"$1,79,095.00",Amazon; Deloitte; PwC; Bank of America; McKinsey; Microsoft,Strong in West Coast & entertainment,"Marc Benioff (CEO, Salesforce)","George Lucas (Creator, Star Wars)","Shonda Rhimes (TV Producer, Grey’s Anatomy)",N/A
